name,team_name,weight,height_inches,birth_date,birth_place,teams,player_id,total_games,games_started,minutes_played,fg3,fg2,fg,fg3a,fg2a,fg3p,fg2p,ft,fta,ftp,orb,drb,trb,ast,stl,blk,tov,pts
Marlon Maxey,Retired,250.0,80.0,1969-02-19,"Chicago, Illinois",[],2726,49.0,2.5,573.0,0.0,11.5,5.75,0.1,10.55,0.0,0.5465,3.55,5.199999999999999,0.6785,4.449999999999999,6.949999999999999,11.4,0.7,0.8500000000000001,1.5499999999999998,2.45,15.15
Jason Maxiell,Retired,260.0,79.0,1983-02-18,"Chicago, Illinois","[9, 22]",2727,61.8,18.8,1137.9,0.0,8.739999999999998,4.37,0.0,9.059999999999999,0.0,0.48419999999999996,2.16,4.2299999999999995,0.5342,3.17,4.59,7.75,0.79,0.74,1.5,1.59,10.91
Cedric Maxwell,Retired,205.0,80.0,1955-11-21,"Kinston, North Carolina","[2, 11, 13]",2728,75.88888888888889,59.666666666666664,2176.3333333333335,0.0,9.888888888888891,4.955555555555556,0.022222222222222223,9.255555555555555,0.018555555555555558,0.5336666666666666,5.188888888888889,6.622222222222222,0.7834444444444445,3.0777777777777775,4.366666666666666,7.422222222222222,2.8444444444444446,0.9333333333333333,0.5444444444444445,2.611111111111111,15.11111111111111
Vernon Maxwell,Retired,180.0,76.0,1965-09-12,"Gainesville, Florida","[11, 27, 23, 26, 7, 22]",2729,65.76923076923077,38.23076923076923,1869.923076923077,5.769230769230768,7.6000000000000005,5.7153846153846155,6.0,8.569230769230769,0.312,0.44138461538461543,2.623076923076923,3.5846153846153848,0.7287692307692308,0.5615384615384615,2.707692307692308,3.246153846153846,4.0,1.376923076923077,0.2153846153846154,2.3923076923076922,15.984615384615385
Scott May,Retired,215.0,79.0,1954-03-19,"Sandusky, Ohio","[5, 17, 9]",2731,47.75,16.25,863.75,0.0,12.95,6.475,0.05,13.8,0.0,0.4685,4.425,5.55,0.80725,2.45,3.925,6.35,3.125,1.35,0.275,2.75,17.4
Sean May,Retired,266.0,81.0,1984-04-04,"Chicago, Illinois","[4, 26]",2732,29.75,6.25,467.0,0.15000000000000002,11.65,5.875,0.275,13.05,0.41675,0.44725,3.0250000000000004,4.125,0.7225,2.875,6.075,8.95,1.95,1.05,0.8500000000000001,2.65,14.875
Lee Mayberry,Retired,172.0,73.0,1970-06-12,"Tulsa, Oklahoma",[17],2733,70.85714285714286,21.428571428571427,1476.7142857142858,3.5999999999999996,3.9428571428571426,3.185714285714286,3.3857142857142857,4.328571428571428,0.3522857142857143,0.4582857142857143,0.9571428571428572,1.4285714285714286,0.6772857142857143,0.41428571428571426,1.6428571428571428,2.0714285714285716,6.2,1.342857142857143,0.1285714285714286,2.2142857142857144,8.557142857142857
Tharon Mayes,Retired,175.0,75.0,1968-09-09,"New Haven, Connecticut","[23, 13]",2735,24.0,0.0,255.0,6.300000000000001,4.2,4.2,5.8,8.2,0.366,0.259,3.4,5.1,0.667,0.4,1.8,2.3,4.9,2.3,0.3,4.4,14.0
Bill Mayfield,Retired,205.0,79.0,1957-10-17,"Detroit, Michigan",[],2736,7.0,3.0,54.0,0.0,10.6,5.3,0.0,12.0,0.0,0.444,0.7,1.3,0.5,4.7,1.3,6.0,0.7,0.0,0.7,2.0,11.3
Eric Maynor,Retired,175.0,75.0,1987-06-11,"Raeford, North Carolina","[21, 25, 29, 30, 23]",2738,53.4,0.4,779.2,3.5400000000000005,5.4399999999999995,3.9200000000000004,3.4199999999999995,7.040000000000001,0.3452,0.38380000000000003,1.26,1.6800000000000002,0.7444,0.6799999999999999,2.66,3.34,6.58,1.04,0.16,2.7600000000000002,10.22
O.J. Mayo,Retired,210.0,77.0,1987-11-05,"Huntington, West Virginia","[15, 17, 7]",2739,68.375,40.625,2114.875,5.5875,7.9,5.8375,5.1125,8.75,0.36875,0.45075,2.2125,2.7125,0.812875,0.575,3.0375,3.65,3.4499999999999997,1.1875,0.325,2.4,15.75
Travis Mays,Retired,190.0,74.0,1968-06-19,"Ocala, Florida","[26, 1]",2740,38.333333333333336,21.333333333333332,988.0,5.8999999999999995,7.8,5.866666666666667,4.633333333333333,9.366666666666667,0.4033333333333333,0.41333333333333333,3.033333333333333,3.9,0.8096666666666668,0.9666666666666668,1.5666666666666667,2.5666666666666664,2.8666666666666667,0.7999999999999999,0.10000000000000002,2.8000000000000003,16.7
Luc Mbah a Moute,Retired,230.0,80.0,1986-09-09,"Yaounde, Cameroon","[17, 13, 23, 11, 18, 26]",2742,62.36363636363637,41.18181818181818,1455.7272727272727,1.581818181818182,6.690909090909091,3.8454545454545452,1.5272727272727273,6.945454545454546,0.26445454545454544,0.4895454545454545,1.7363636363636366,2.7545454545454544,0.6282727272727272,2.0272727272727273,3.9909090909090907,6.027272727272727,1.2909090909090908,1.2818181818181817,0.6,1.4272727272727272,9.945454545454545
Bob McAdoo,Retired,210.0,81.0,1951-09-25,"Greensboro, North Carolina","[14, 20, 9, 23, 2, 3]",2743,46.714285714285715,5.285714285714286,1071.7142857142858,0.04285714285714286,16.4,8.2,0.1142857142857143,17.0,0.017857142857142856,0.481,4.0285714285714285,5.428571428571429,0.7431428571428571,2.042857142857143,5.614285714285714,7.6571428571428575,2.2142857142857144,1.1142857142857143,1.3571428571428572,3.042857142857143,20.428571428571427
James Michael McAdoo,Retired,230.0,81.0,1993-01-04,"Norfolk, Virginia","[10, 23]",2744,27.75,0.75,218.5,3.2249999999999996,8.5,5.35,3.725,7.875,0.259,0.40800000000000003,3.25,5.15,0.64775,2.675,4.525,7.225,1.0499999999999998,1.025,1.95,1.8250000000000002,15.0
Tahjere McCall,Retired,195.0,77.0,1994-08-17,"Philadelphia, Pennsylvania",[],2746,1.0,0.0,8.0,0.0,18.0,9.0,4.5,9.0,0.0,1.0,0.0,4.5,0.0,0.0,4.5,4.5,0.0,0.0,0.0,0.0,18.0
Ray McCallum,Retired,190.0,75.0,1991-06-12,"Madison, Wisconsin","[26, 27, 15]",2747,51.333333333333336,15.333333333333334,936.0,2.9,7.333333333333333,4.633333333333334,2.8000000000000003,8.866666666666667,0.3453333333333333,0.414,1.2,1.6333333333333335,0.741,0.8666666666666667,2.8666666666666667,3.766666666666667,4.666666666666667,0.9666666666666668,0.4000000000000001,1.8333333333333333,11.4
Bob McCann,Retired,244.0,78.0,1964-04-22,"Morristown, New Jersey","[18, 9, 7, 28]",2748,35.6,1.4,477.0,0.06,6.6,3.3200000000000003,0.08,9.24,0.1,0.3452,2.4400000000000004,3.88,0.4526,2.06,5.32,7.42,1.6199999999999999,1.06,0.9,1.94,9.1
Mel McCants,Retired,240.0,80.0,1967-08-19,"Chicago, Illinois",[],2750,13.0,0.0,65.0,0.0,8.8,4.4,0.0,14.4,0.0,0.308,3.3,4.4,0.75,0.6,2.8,3.3,1.1,1.7,0.6,0.6,12.2
Rashad McCants,Retired,207.0,76.0,1984-09-25,"Asheville, North Carolina","[18, 26]",2751,62.25,9.75,1259.25,5.775,8.3,6.075,5.525,9.1,0.34475,0.4535,2.575,3.5,0.73325,0.825,2.7,3.55,2.325,1.4,0.475,2.525,16.65
Andre McCarter,Retired,190.0,75.0,1953-08-25,"Philadelphia, Pennsylvania",[],2753,43.0,21.0,448.0,0.6000000000000001,7.8,4.1,0.6,10.2,0.25,0.386,1.4,1.9,0.75,1.3,1.8,3.1,5.9,1.1,0.0,1.9,9.8
Kelly McCarty,Retired,200.0,79.0,1975-08-24,"Chicago, Illinois",[],2757,2.0,0.0,4.0,0.0,36.0,18.0,0.0,27.0,0.0,0.667,0.0,0.0,0.0,18.0,9.0,27.0,0.0,0.0,0.0,18.0,36.0
Walter McCarty,Retired,230.0,82.0,1974-02-01,"Evansville, Indiana","[2, 13, 20, 24]",2758,59.3,10.8,1037.4,4.35,4.640000000000001,3.7700000000000005,4.4,5.46,0.3215,0.43150000000000005,1.4,2.07,0.6673,1.49,4.0600000000000005,5.54,2.33,1.19,0.6900000000000001,1.9100000000000001,10.39
Amal McCaskill,Retired,235.0,83.0,1973-10-28,"Maywood, Illinois","[23, 27, 22, 1]",2759,28.5,1.0,242.0,0.0,6.4,3.2,0.19999999999999998,9.175,0.0,0.34525,2.0,3.425,0.64575,2.85,5.775,8.65,1.725,1.15,1.425,2.325,8.375
Patrick McCaw,Toronto Raptors,185.0,79.0,1995-10-25,"St. Louis, Missouri","[10, 28, 6]",2760,47.0,10.5,794.75,2.925,4.15,3.075,3.0999999999999996,4.125,0.3135,0.504,0.95,1.175,0.7915,0.675,2.825,3.525,2.9,1.6,0.325,1.35,8.05
Dwayne McClain,Retired,185.0,78.0,1963-02-07,"Worcester, Massachusetts",[],2761,45.0,4.0,461.0,0.30000000000000004,10.6,5.4,0.7,13.4,0.111,0.398,1.4,2.7,0.514,1.1,1.2,2.3,5.2,3.0,0.3,3.1,12.3
Dan McClintock,Retired,270.0,84.0,1977-04-19,"Fountain Valley, California",[],2763,6.0,1.0,58.0,0.0,11.2,5.6,0.0,11.2,0.0,0.5,0.0,3.1,0.0,6.2,4.3,10.6,0.6,0.0,1.2,1.9,11.2
George McCloud,Retired,205.0,78.0,1967-05-27,"Daytona Beach, Florida","[12, 8, 7, 24, 14]",2765,63.833333333333336,16.166666666666668,1452.4166666666667,5.225,6.516666666666667,4.991666666666666,4.908333333333333,7.633333333333333,0.3514166666666667,0.42783333333333334,2.125,2.6083333333333334,0.8029166666666666,1.4416666666666667,3.4166666666666665,4.875,3.658333333333333,1.25,0.38333333333333336,2.2666666666666666,13.841666666666667
CJ McCollum,Portland Trail Blazers,197.0,75.0,1991-09-19,"Canton, Ohio",[25],2766,66.14285714285714,52.285714285714285,2025.5714285714287,7.199999999999999,10.600000000000003,7.728571428571429,6.1000000000000005,11.12857142857143,0.3948571428571429,0.47614285714285715,2.314285714285714,2.9,0.7897142857142857,0.6571428571428571,3.057142857142857,3.757142857142857,3.242857142857143,1.042857142857143,0.38571428571428573,2.0571428571428574,20.185714285714287
T.J. McConnell,Indiana Pacers,190.0,73.0,1992-03-25,"Pittsburgh, Pennsylvania","[23, 12]",2769,73.4,15.0,1586.2,1.1400000000000001,9.04,4.9,1.1400000000000001,8.719999999999999,0.32480000000000003,0.516,0.8399999999999999,1.06,0.7706000000000001,0.8400000000000001,3.9799999999999995,4.779999999999999,7.94,1.92,0.3,2.6,11.059999999999999
Keith McCord,Retired,210.0,79.0,1957-06-22,"Birmingham, Alabama",[],2770,2.0,1.0,9.0,0.0,16.0,8.0,0.0,16.0,0.0,0.5,0.0,0.0,0.0,4.0,4.0,8.0,4.0,0.0,0.0,8.0,16.0
Tim McCormick,Retired,240.0,83.0,1962-03-10,"Detroit, Michigan","[23, 11, 1, 3, 20]",2771,60.375,26.25,1298.75,0.0,9.95,4.975,0.05,9.9875,0.0625,0.497,3.425,5.0875,0.677625,2.9625,5.7,8.6375,1.775,0.5625,0.525,2.3625,13.3875
Jelani McCoy,Retired,245.0,82.0,1977-12-06,"Oakland, California","[28, 14, 1, 8, 6]",2772,32.5,9.0,478.0,0.0,7.15,3.575,0.0,6.15,0.0,0.5545,1.225,2.775,0.36675,2.5875,6.325,8.9125,0.8625,0.5499999999999999,2.25,2.6125,8.3625
Chris McCray,Retired,192.0,77.0,1984-05-27,"Capitol Heights, Maryland",[],2774,5.0,0.0,12.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0
Rodney McCray,Retired,220.0,79.0,1961-08-29,"Mount Vernon, New York","[11, 26, 7, 5]",2775,76.8,62.9,2487.6,0.27,9.74,4.96,0.33999999999999997,9.64,0.1766,0.5034,2.66,3.5200000000000005,0.7523,2.37,4.9399999999999995,7.3,3.85,0.82,0.6900000000000001,2.04,12.66
Scooter McCray,Retired,215.0,81.0,1960-02-08,"Mount Vernon, New York",[6],2776,25.666666666666668,2.6666666666666665,297.3333333333333,0.0,6.333333333333333,3.1666666666666665,0.0,6.8999999999999995,0.0,0.48333333333333334,2.066666666666667,3.4333333333333336,0.646,2.6333333333333333,4.7,7.366666666666667,2.9,0.7999999999999999,1.0,3.1333333333333333,8.333333333333334
Erik McCree,Retired,219.0,79.0,1993-12-20,"Orlando, Florida",[],2777,4.0,0.0,8.0,0.0,0.0,0.0,4.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,4.5,4.5,0.0,4.5,0.0,4.5,0.0
Chris McCullough,Retired,200.0,83.0,1995-02-05,"Bronx, New York",[30],2778,19.666666666666668,1.3333333333333333,177.33333333333334,2.2,11.133333333333333,6.266666666666667,3.266666666666667,10.799999999999999,0.21666666666666667,0.5043333333333333,2.033333333333333,3.4,0.5736666666666667,3.133333333333333,5.333333333333333,8.466666666666667,1.1333333333333335,1.2333333333333332,1.3666666666666665,1.2333333333333334,15.233333333333334
John McCullough,Retired,190.0,76.0,1956-10-05,"Lima, Ohio",[],2779,8.0,0.0,23.0,0.0,28.2,14.1,0.0,20.3,0.0,0.692,4.7,7.8,0.6,1.6,4.7,6.3,4.7,3.1,0.0,4.7,32.9
Clint McDaniel,Retired,180.0,76.0,1972-02-26,"Tulsa, Oklahoma",[],2780,12.0,0.0,71.0,3.0,6.0,4.1,3.0,8.6,0.333,0.353,6.1,8.1,0.75,1.5,3.5,5.1,3.5,2.5,0.0,1.0,15.2
Xavier McDaniel,Retired,205.0,79.0,1963-06-04,"Columbia, South Carolina","[2, 3, 20, 24]",2781,72.5,44.083333333333336,2100.0833333333335,0.35000000000000003,14.483333333333333,7.341666666666666,0.4083333333333334,15.041666666666666,0.21708333333333332,0.47025,2.85,3.975,0.7113333333333333,2.908333333333333,4.6499999999999995,7.55,2.4499999999999997,1.075,0.5666666666666667,2.566666666666667,17.658333333333335
Jalen McDaniels,Charlotte Hornets,192.0,82.0,1998-01-31,"Federal Way, Washington",[4],2782,6.0,0.0,81.0,5.4,5.4,4.4,3.1,4.0,0.571,0.667,2.2,2.2,1.0,0.9,5.3,6.2,0.4,1.3,0.0,0.0,12.9
K.J. McDaniels,Retired,205.0,78.0,1993-02-09,"Mobile, Alabama","[11, 23]",2784,49.333333333333336,5.333333333333333,697.3333333333334,3.5999999999999996,7.266666666666667,4.833333333333333,4.166666666666667,7.366666666666667,0.29,0.4916666666666667,2.9,3.6,0.798,1.7666666666666666,4.133333333333334,5.833333333333333,1.4333333333333333,1.2333333333333334,1.3666666666666665,2.5,13.766666666666666
Doug McDermott,Indiana Pacers,225.0,79.0,1992-01-03,"Grand Forks, North Dakota","[5, 12, 20, 7, 21]",2785,66.0,2.3333333333333335,1322.0,6.5,6.733333333333333,5.483333333333333,5.3500000000000005,6.633333333333334,0.39799999999999996,0.505,1.4000000000000001,1.7333333333333334,0.799,0.65,3.433333333333333,4.066666666666666,1.4166666666666667,0.35000000000000003,0.15,1.1666666666666667,14.549999999999999
Ben McDonald,Retired,210.0,80.0,1962-07-20,"Torrance, California","[10, 6]",2786,44.0,18.75,923.0,0.15000000000000002,8.65,4.375,0.225,8.325,0.0955,0.53,1.5,2.35,0.66025,1.875,3.225,5.075,1.9249999999999998,0.95,0.1,1.3,10.3
Michael McDonald,Retired,232.0,82.0,1969-02-13,"Longview, Texas",[],2788,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,9.0,0.0,0.0,0.0,18.0,0.0
Hank McDowell,Retired,215.0,81.0,1959-11-13,"Memphis, Tennessee","[11, 10, 25, 17]",2790,34.333333333333336,0.16666666666666666,309.5,0.0,8.866666666666667,4.433333333333334,0.13333333333333333,9.383333333333333,0.0,0.47583333333333333,2.75,3.783333333333333,0.7241666666666666,3.4166666666666665,5.333333333333333,8.783333333333333,1.7666666666666666,0.6666666666666666,0.6166666666666666,2.2666666666666666,11.616666666666667
Antonio McDyess,Retired,220.0,81.0,1974-09-07,"Quitman, Mississippi","[9, 8, 27, 24, 20]",2791,67.66666666666667,43.0,1870.2,0.02,12.493333333333332,6.253333333333333,0.05333333333333334,12.42,0.0188,0.5027333333333334,2.6,3.853333333333333,0.6666000000000001,3.146666666666667,6.613333333333333,9.773333333333333,1.7266666666666666,1.0666666666666667,1.3333333333333333,2.106666666666667,15.120000000000001
Jim McElroy,Retired,190.0,75.0,1953-10-04,"Cotton Plant, Arkansas","[1, 9]",2792,47.0,25.333333333333332,852.3333333333334,0.30000000000000004,9.799999999999999,4.966666666666667,0.4666666666666666,11.533333333333333,0.18766666666666665,0.421,2.8666666666666667,3.6333333333333333,0.7956666666666666,0.6333333333333333,1.5666666666666667,2.1999999999999997,4.566666666666666,1.0,0.39999999999999997,3.1999999999999997,12.9
Ivan McFarlin,Retired,240.0,80.0,1982-04-26,"Missouri City, Texas",[],2794,11.0,0.0,41.0,0.0,8.8,4.4,0.9,10.5,0.0,0.417,4.4,6.1,0.714,6.1,3.5,9.7,0.9,0.0,0.0,0.9,13.2
Mitch McGary,Retired,255.0,82.0,1992-06-06,"Chesterton, Indiana",[],2796,26.0,1.0,278.5,0.0,12.0,6.0,1.05,10.8,0.0,0.5595,1.95,4.0,0.5125,2.95,7.65,10.6,1.25,0.85,1.1,2.9,13.95
JaVale McGee,Los Angeles Lakers,270.0,84.0,1988-01-19,"Flint, Michigan","[30, 10, 14, 8, 7, 23]",2797,57.0,25.0,988.3333333333334,0.025,14.399999999999999,7.216666666666666,0.09999999999999999,12.708333333333334,0.13191666666666665,0.5684166666666667,2.2666666666666666,3.7416666666666667,0.6341666666666667,3.966666666666667,6.4750000000000005,10.424999999999999,0.8250000000000001,0.7833333333333333,3.1750000000000003,2.1083333333333334,16.691666666666666
Mike McGee,Retired,190.0,77.0,1959-07-29,"Tyler, Texas","[14, 1, 3, 26, 24]",2798,57.77777777777778,15.11111111111111,1030.111111111111,2.966666666666666,13.622222222222224,7.788888888888888,2.8555555555555556,13.433333333333334,0.2723333333333333,0.5077777777777778,1.9777777777777779,3.3111111111111113,0.6053333333333334,2.288888888888889,2.2333333333333334,4.533333333333333,2.3666666666666667,1.4,0.2222222222222222,2.488888888888889,18.51111111111111
George McGinnis,Retired,235.0,80.0,1950-08-12,"Harpersville, Alabama","[23, 8]",2800,72.66666666666667,24.666666666666668,1798.0,0.0,11.4,5.7,0.13333333333333333,13.033333333333333,0.044333333333333336,0.43,3.4333333333333336,6.6000000000000005,0.5146666666666667,3.1,7.699999999999999,10.799999999999999,5.0,2.033333333333333,0.5666666666666668,4.133333333333333,14.866666666666667
Tracy McGrady,Retired,210.0,80.0,1979-05-24,"Bartow, Florida","[11, 22, 28, 9, 1, 20]",2802,62.53333333333333,46.86666666666667,2043.8666666666666,3.4,12.133333333333333,7.2,3.4,13.306666666666667,0.3316,0.45380000000000004,4.126666666666667,5.566666666666666,0.7364666666666667,1.5733333333333335,4.6866666666666665,6.260000000000001,4.806666666666667,1.2933333333333332,0.9733333333333333,2.3666666666666667,19.68
Rodney McGruder,Los Angeles Clippers,200.0,76.0,1991-07-29,"Landover, Maryland","[16, 13]",2805,51.25,28.75,1130.5,4.425,4.45,3.75,4.3,4.55,0.34550000000000003,0.4985,0.8,1.325,0.5855,1.425,3.625,5.075,2.1,0.925,0.35,1.0,9.8
Dominic McGuire,Retired,220.0,81.0,1985-10-20,"San Diego, California","[30, 10, 4, 28, 26, 19, 12]",2809,57.0,14.0,891.3333333333334,0.05,5.066666666666666,2.533333333333333,0.09999999999999999,6.166666666666667,0.11116666666666668,0.4121666666666666,0.8166666666666668,1.45,0.49466666666666664,2.4166666666666665,5.666666666666667,8.083333333333334,2.3666666666666667,0.9666666666666667,1.1333333333333335,1.6333333333333335,5.95
Kevin McHale,Retired,210.0,82.0,1957-12-19,"Hibbing, Minnesota",[],2810,74.6923076923077,30.76923076923077,2316.769230769231,0.13846153846153844,16.092307692307692,8.1,0.1846153846153846,14.546153846153846,0.09092307692307691,0.5522307692307693,4.207692307692308,5.253846153846154,0.7913076923076923,2.8230769230769233,5.6461538461538465,8.484615384615385,1.9692307692307693,0.4,2.0384615384615383,2.2384615384615385,20.415384615384614
Jim McIlvaine,Retired,240.0,85.0,1972-07-30,"Racine, Wisconsin",[3],2812,57.285714285714285,30.571428571428573,846.7142857142857,0.0,4.942857142857142,2.4857142857142853,0.042857142857142864,5.6571428571428575,0.020428571428571428,0.43571428571428567,1.3142857142857143,2.2714285714285714,0.5911428571428571,2.857142857142857,4.4714285714285715,7.328571428571428,0.6285714285714284,0.9142857142857143,4.0285714285714285,1.457142857142857,6.285714285714286
Jeff McInnis,Retired,190.0,76.0,1974-10-22,"Charlotte, North Carolina","[13, 25, 6, 4, 30, 3, 8]",2813,52.36363636363637,30.363636363636363,1447.909090909091,2.4545454545454546,8.127272727272727,4.872727272727273,2.3181818181818183,8.990909090909092,0.2802727272727273,0.4509090909090909,1.5272727272727273,1.981818181818182,0.7599090909090909,0.6272727272727273,2.109090909090909,2.7363636363636363,5.554545454545455,0.8545454545454546,0.1,2.0818181818181816,12.063636363636363
Kevin McKenna,Retired,195.0,77.0,1959-01-08,"St. Paul, Minnesota","[3, 12, 14]",2817,40.5,4.333333333333333,576.6666666666666,3.0999999999999996,7.699999999999999,4.85,2.9166666666666665,9.316666666666666,0.27666666666666667,0.41983333333333334,2.216666666666667,2.716666666666667,0.8156666666666667,1.2,2.183333333333333,3.35,3.266666666666667,1.8666666666666665,0.2833333333333333,2.1333333333333333,12.966666666666667
Forrest McKenzie,Retired,200.0,79.0,1963-02-16,"Camden, New Jersey",[],2818,6.0,0.0,42.0,2.7,10.2,6.0,1.7,22.3,0.5,0.231,1.7,1.7,1.0,1.7,4.3,6.0,0.9,0.9,0.0,2.6,14.6
Derrick McKey,Retired,205.0,81.0,1966-10-10,"Meridian, Mississippi","[12, 23]",2820,62.46666666666667,42.6,1815.2666666666667,0.78,8.706666666666665,4.6066666666666665,0.8066666666666666,8.893333333333334,0.28186666666666665,0.48046666666666665,2.64,3.3866666666666663,0.7720666666666667,2.026666666666667,3.9133333333333336,5.953333333333333,2.7800000000000002,1.4733333333333334,0.76,2.086666666666667,12.113333333333333
Aaron McKie,Retired,209.0,77.0,1972-10-02,"Philadelphia, Pennsylvania","[23, 25, 9, 14]",2821,61.0,22.076923076923077,1473.5384615384614,1.7769230769230768,6.446153846153846,3.8307692307692305,1.7692307692307692,6.992307692307692,0.28176923076923077,0.4603846153846154,1.5,1.9846153846153847,0.6816153846153846,0.8846153846153846,4.138461538461538,5.007692307692308,3.869230769230769,1.669230769230769,0.2769230769230769,1.8692307692307693,9.76923076923077
Billy McKinney,Retired,160.0,72.0,1955-06-05,"Waukegan, Illinois","[8, 29, 5]",2822,66.33333333333333,23.833333333333332,1324.5,0.0,11.299999999999999,5.666666666666667,0.18333333333333335,11.733333333333334,0.044500000000000005,0.48150000000000004,2.3000000000000003,2.766666666666667,0.8558333333333333,0.4666666666666666,2.066666666666667,2.5500000000000003,6.3500000000000005,1.3166666666666667,0.11666666666666665,2.0500000000000003,13.633333333333333
Carlton McKinney,Retired,190.0,76.0,1964-10-21,"San Diego, California","[13, 20]",2824,4.5,0.0,56.5,0.0,10.8,5.4,0.15,23.35,0.0,0.24,0.35,0.7,0.25,0.7,3.4,4.1,1.2,1.05,0.15,1.2,11.1
Trey McKinney-Jones,Retired,214.0,77.0,1990-08-27,"Milwaukee, Wisconsin",[],2825,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alfonzo McKinnie,Cleveland Cavaliers,215.0,79.0,1992-09-17,"Chicago, Illinois","[10, 6, 28]",2826,41.0,2.0,529.0,4.3,6.8,4.833333333333333,4.766666666666667,5.333333333333333,0.29733333333333334,0.6556666666666667,1.2666666666666666,1.9000000000000001,0.64,1.9000000000000001,4.966666666666666,6.866666666666667,0.9,0.9,0.5333333333333333,1.5666666666666667,12.366666666666667
Jordan McLaughlin,Minnesota Timberwolves,170.0,71.0,1996-04-09,"Etiwanda, California",[18],2827,19.0,1.0,362.0,5.1,6.6,5.0,5.0,6.0,0.34,0.55,1.0,1.5,0.667,0.3,2.9,3.2,7.3,1.9,0.2,1.4,12.6
Ben McLemore,Houston Rockets,195.0,75.0,1993-02-11,"St. Louis, Missouri","[26, 15, 11]",2828,60.42857142857143,35.857142857142854,1431.5714285714287,7.157142857142857,5.3999999999999995,5.085714285714286,6.342857142857143,5.828571428571428,0.3668571428571429,0.4837142857142857,1.7571428571428573,2.3428571428571425,0.7631428571428571,0.7142857142857143,3.085714285714286,3.8,1.542857142857143,1.0857142857142856,0.35714285714285715,1.7428571428571427,14.328571428571427
Keith McLeod,Retired,188.0,74.0,1979-11-05,"Canton, Ohio","[29, 18, 10, 12]",2831,50.0,22.0,930.75,1.5750000000000002,5.7,3.35,1.875,7.525,0.24975,0.376,3.125,3.9,0.804,0.375,2.275,2.625,5.1,1.375,0.25,2.45,10.325
Roshown McLeod,Retired,221.0,80.0,1975-11-17,"Jersey City, New Jersey","[1, 23]",2832,37.666666666666664,15.0,710.0,0.30000000000000004,11.533333333333331,5.866666666666667,0.7999999999999999,13.766666666666666,0.11499999999999999,0.42133333333333334,2.6333333333333333,3.1999999999999997,0.8250000000000001,1.4666666666666668,3.733333333333333,5.233333333333333,1.9666666666666668,0.6,0.19999999999999998,2.4,14.433333333333332
Nate McMillan,Retired,195.0,77.0,1964-08-03,"Raleigh, North Carolina",[],2834,66.33333333333333,31.083333333333332,1705.1666666666667,2.1,4.95,3.1999999999999997,1.9583333333333333,5.425,0.3205,0.45475,1.1916666666666667,1.8333333333333333,0.6726666666666666,1.5583333333333333,4.066666666666666,5.6499999999999995,8.216666666666667,2.6750000000000003,0.5833333333333334,2.441666666666667,8.275
Tom McMillen,Retired,215.0,83.0,1952-05-26,"Elmira, New York","[1, 20]",2835,64.71428571428571,17.0,1356.4285714285713,0.0,11.62857142857143,5.828571428571428,0.08571428571428573,11.942857142857145,0.09528571428571429,0.48742857142857143,2.7142857142857144,3.3857142857142857,0.7982857142857143,1.8857142857142857,4.085714285714286,5.971428571428571,1.8714285714285717,0.5142857142857143,0.5,1.8571428571428572,14.385714285714286
Mark McNamara,Retired,235.0,83.0,1959-06-08,"San Jose, California","[23, 27, 14, 22]",2840,34.75,3.125,338.375,0.0,8.75,4.375,0.0,9.45,0.0,0.42500000000000004,3.3000000000000003,6.15,0.47550000000000003,4.2,7.225,11.4125,0.8375,0.425,0.4125,2.9375,12.05
Jerel McNeal,Retired,200.0,75.0,1987-06-01,"Chicago, Illinois",[],2842,6.0,0.0,36.0,3.0,4.0,3.0,2.0,9.0,0.5,0.222,2.0,2.0,1.0,0.0,3.0,3.0,2.0,3.0,1.0,5.0,9.0
Chris McNealy,Retired,210.0,79.0,1961-07-15,"Fresno, California",[],2843,36.0,7.333333333333333,621.3333333333334,0.0,6.933333333333334,3.466666666666667,0.0,8.333333333333334,0.0,0.42966666666666664,2.1999999999999997,3.3000000000000003,0.6623333333333333,3.1999999999999997,6.3999999999999995,9.6,2.4,1.9000000000000001,0.5333333333333333,2.233333333333333,9.1
Paul McPherson,Retired,210.0,76.0,1978-07-03,"Chicago, Illinois","[24, 10]",2847,55.0,0.0,595.0,0.30000000000000004,13.0,6.6,0.7,12.3,0.167,0.525,2.5,3.5,0.724,2.4,2.4,4.8,2.3,1.5,0.2,2.8,15.9
Cozell McQueen,Retired,235.0,83.0,1962-01-18,"Paris, France",[],2849,3.0,0.0,7.0,0.0,30.8,15.4,0.0,15.4,0.0,1.0,0.0,0.0,0.0,15.4,25.7,41.1,0.0,0.0,5.1,0.0,30.9
